,SYMBOL,exp_return,discounted_return,qtr_return,sell_date,stop_loss_price,days_delta,disc_rtn,qtr_rtn,outer_cv_avg_abs_err_n11,outer_cv_std_n11,mean_revert_flag,yhat_upper,yhat_lower,50tdBOLU,200tdSDev,50tdMA-TP,200td_upper,50tdBOLD,200tdSMA,200td_lower,20td_tot_daily_vol,20td_trend_vol,20td_trend_vol_factor,20td_tvf_rng_div_2,20td_tvf_vel,50td_tot_daily_vol,50td_trend_vol,50td_trend_vol_factor,50td_tvf_rng_div_4,50td_tvf_vel,Adj Close,Date,Index Symbol,MIN_Lookback_1_Months,MIN_Lookback_2_Months,MIN_Lookback_One_Year,Market Index,Sector,Sector Symbol,adf_50td,beta,buy_volume_pct,currentRatio,daily_buy_vol,daily_sell_vol,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,exDividendDate,forwardEPS,forwardPE,freeCashflow,grossMargins,grossProfits,heldPercentInstitutions,hurst_50td,industry,lastDividendDate,lastDividendValue,lastSplitDate,lastSplitFactor,marketCap,net_daily_vol,operatingCashflow,operatingMargins,payoutRatio,pegRatio,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,risk_per_share,risk_trend_factor,sector_20td_tvf_vel,sector_50td_tvf_vel,sector_risk_trend_factor,sell_volume_pct,sharesOutstanding,shortName,shortRatio,tau_50td,tau_50td_p,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEPS,trailingPE,volume_factor,outer_cv_avg_abs_err_n11_ratio,outer_cv_std_n11_ratio
TRMK,TRMK,-0.09449573377724427,0,1,2022-08-12,27.3292014761754,0,0,1,31.420442150482526,30.694870818500164,False,33.459177286984584,27.259177365292093,33.03369045227113,1.7893328225287173,30.211466636657715,34.419701831275695,27.389242821044302,30.84103618621826,27.262370541160827,4436600.0,1422737.3620103467,0.32068191002351953,0.12049277846071349,2.6614201624380125,4436600.0,1422737.3620103467,0.32068191002351953,0.060246389230356745,5.322840324876025,33.45000076293945,2022-08-11,SLY,35.29999923706055,35.29999923706055,35.29999923706055,SP600,error,error,0.9725640327830917,error,0.8800048828125,error,111408.6181640625,-15191.3818359375,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,96217.236328125,error,error,error,error,error,error,error,error,error,error,error,error,5.659997940063477,-0.9805649191280515,error,error,error,-0.1199951171875,error,error,error,0.6762069548794026,4.5578875456137685e-12,error,error,error,error,error,error,error,error,error,0.7745493293018428,0.939325603403108,0.917634383210783
TRST,TRST,-0.09748065198904134,0,1,2022-08-12,28.657759814129086,0,0,1,34.473336590085914,36.03168415493211,False,35.90287738622521,27.772141926454555,34.4128417540854,1.212529720741673,31.745600102742515,34.65365212336811,29.07835845139963,32.22859268188476,29.803533240401418,1503700.0,508107.27557122154,0.3379046854899392,0.17262658089698724,1.9574313743233993,1503700.0,508107.27557122154,0.3379046854899392,0.08631329044849362,3.9148627486467986,34.869998931884766,2022-08-11,SLY,37.099998474121094,37.099998474121094,37.099998474121094,SP600,error,error,0.9923306824914832,error,0.9555546136565931,error,42808.84669181537,-1991.1533081846312,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,40817.69338363074,error,error,error,error,error,error,error,error,error,error,error,error,5.470001220703125,-1.2230342109227241,error,error,error,-0.044445386343406945,error,error,error,0.5519222424952802,1.6320604625365038e-08,error,error,error,error,error,error,error,error,error,0.9014805622146097,0.9886245381718051,1.0333147478815983
BCOR,BCOR,-0.10430664869244217,-0.0017469986694728101,0.8514074856029262,2022-10-14,15.848653427716933,63,-0.0017469986694728101,0.8514074856029262,31.474470286663223,33.51034194594021,False,25.105432157437516,15.294774126393774,21.440291861707696,1.48453883458824,18.65826661427816,21.1003776178688,15.876241366848621,18.131299948692323,15.162222279515843,6553000.0,3447745.2159518655,0.5261323387687876,0.19380346724719838,2.7147725798821765,6553000.0,3447745.2159518655,0.5261323387687876,0.09690173362359919,5.429545159764353,22.059999465942383,2022-08-11,SLY,21.399999618530273,21.399999618530273,18.829999923706055,SP600,Financial Services,VFH,0.9804212875638625,1.326096,0.8725480296349486,1.861,264556.5625853164,-38643.43741468358,169.849,,,0.25,0.252,100207000,0.109589994,1199836800,error,13.614458,38125876,0.4587,405349000,0.96806,,Asset Management,error,,1031875200,1:10,1101042688,225913.12517063285,30452000,0.07086,0,0.72,3.0656538,1.2041545,0.01611,1.674,0.036760002,0.042480003,0.105,18.798,5.770000457763672,0.7885613303441623,0.6377706686037307,1.2755413372074613,-4.08847067534876,-0.1274519703650514,48718700,"Blucora, Inc.",4.2,0.7055941788720365,4.920024559726292e-13,,144222000,3.052,592558016,914369984,,,error,error,0.9046503626499497,1.4267665933199813,1.5190545220853513
SBRA,SBRA,-0.10765867463595832,-0.004059828232863882,0.6877950091978086,2022-09-09,11.600136637124098,28,-0.004059828232863882,0.6877950091978086,20.881403412562587,26.158994616763486,False,18.758549589880918,11.317376409316038,15.930972388737334,0.856636557592844,14.503266646067303,15.51922310355086,13.075560903397271,13.805949988365173,12.092676873179485,34525300.0,6334361.512750079,0.18347013676202897,0.079652230998289,2.30338980418477,34525300.0,6334361.512750079,0.18347013676202897,0.0398261154991445,4.60677960836954,16.299999237060547,2022-08-11,MDYG,17.110000610351562,17.110000610351562,17.110000610351562,SP400,Real Estate,VNQ,0.9662071849954648,1.332248,0.565214867397542,,1051469.2178196474,-808830.7821803526,127.091,1.2,0.0736,,,235978000,0.57927,1660608000,error,22.986109,-1380542592,0.63439,246599000,0.88738996,,REIT—Healthcare Facilities,1652400000,0.3,1289865600,1:3,3822536704,242638.4356392948,343807008,0.10288999,6.3158,,1.1521859,9.383498,0.10623,,0.00445,0.012920001,0.042,1.79,3.229999542236328,-0.7523233635477871,0.11273062442964465,0.2254612488592893,-4.817686195852137,-0.434785132602458,230968992,"Sabra Health Care REIT, Inc.",5.97,0.7339605025516851,5.803942644209805e-14,,82129000,0.356,4216525056,407368000,1.2,0.07361964,error,87.10526,0.8383676024977976,1.2810677539840318,1.6048463706235643
UBSI,UBSI,-0.110379348178026,0,1,2022-08-12,31.3985354006344,0,0,1,55.92648027278454,52.50768367832919,False,39.804886517233385,31.012274827557263,39.394589358467016,1.533630262545146,36.35040000915527,39.236010563237265,33.30621065984353,36.168750038146975,33.101489513056684,16003100.0,3771972.8727126606,0.2357026371585918,0.09434310094044325,2.49835583957947,16003100.0,3771972.8727126606,0.2357026371585918,0.047171550470221625,4.99671167915894,39.41999816894531,2022-08-11,MDYG,39.79999923706055,39.79999923706055,39.79999923706055,SP400,error,error,0.8956047301982024,error,0.5172318539370182,error,394389.28862697637,-368110.71137302363,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,26278.57725395274,error,error,error,error,error,error,error,error,error,error,error,error,5.930000305175781,-0.19224336352068877,error,error,error,-0.4827681460629818,error,error,error,0.4338236741957376,8.910572263959611e-06,error,error,error,error,error,error,error,error,error,1.3379722981654292,1.4187337105673148,1.332006243462848
OSIS,OSIS,-0.1122774279144923,0,1,2022-08-12,79.21899536863395,0,0,1,349.82088960362574,319.55568518371905,False,97.10223643058112,78.57328044847411,98.5175146835324,5.808290918404774,88.80393305460612,98.37993190394822,79.09035142567984,86.76335006713867,75.14676823032913,1497400.0,483693.1124159738,0.32302197970881114,0.15877710150480773,2.0344368088809714,1497400.0,483693.1124159738,0.32302197970881114,0.07938855075240386,4.068873617761943,98.66999816894531,2022-08-11,SLY,101.4000015258789,101.4000015258789,101.4000015258789,SP600,error,error,0.9917713232010303,error,0.8861789626468508,error,45904.07026510687,-5895.929734893126,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,40008.14053021374,error,error,error,error,error,error,error,error,error,error,error,error,18.519996643066406,-0.44222524596768714,error,error,error,-0.11382103735314915,error,error,error,0.7583673469387756,7.789788339192054e-15,error,error,error,error,error,error,error,error,error,0.7323379466753056,3.5453622792680446,3.238630699440853
SANM,SANM,-0.1178585473313094,-0.003576527752643832,0.7191895173713941,2022-09-16,39.318191528422794,35,-0.003576527752643832,0.7191895173713941,45.392521781911825,34.03770964462362,False,50.2519949021606,37.362982232236334,49.590028077833004,2.6310515668798775,43.54473340352377,46.118753142915025,37.49943872921454,40.856650009155274,35.59454687539552,7282300.0,1640240.8566380967,0.2252366500471138,0.07817972981227497,2.8810108526590157,7282300.0,1640240.8566380967,0.2252366500471138,0.039089864906137486,5.762021705318031,49.34000015258789,2022-08-11,SLY,45.66999816894531,45.66999816894531,43.36000061035156,SP600,Technology,VGT,0.8934480149453239,0.96424,0.457831602169317,1.652,148154.306461991,-175445.69353800899,20.53,,,0.186,0.131,415543008,0.059609998,,error,11.282167,182044752,0.080970004,551805000,0.95939004,,Electronic Components,error,,1250467200,1:6,3217552384,-27291.387076018,342715008,0.04385,0,-6.54,1.7108822,0.4615909,0.040999997,0.991,0.04538,0.15996,0.125,108.059,12.0,1.1100002924601238,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.5421683978306829,64376800,Sanmina Corporation,3.24,0.367496968162519,0.00016700445392062372,,559892992,9.202,377359008,6970571776,,,error,12.46384,0.9307568613556458,0.9199943583610017,0.6898603473725027
PLXS,PLXS,-0.11982107982377145,-0.0015182519280499962,0.8695448902008169,2022-11-04,74.08824219985107,84,-0.0015182519280499962,0.8695448902008169,181.4606987767831,211.47184054954462,False,98.39549435250926,73.65127810286198,95.53456302543995,6.149786802458301,83.71013320922852,97.26982362017539,71.88570339301708,84.97025001525878,72.67067641034218,2574800.0,816175.990177355,0.31698616986847716,0.173493331909775,1.8270798443903622,2574800.0,816175.990177355,0.31698616986847716,0.0867466659548875,3.6541596887807244,95.70999908447266,2022-08-11,SLY,99.12000274658203,99.12000274658203,99.12000274658203,SP600,error,error,0.9439329423160192,error,0.767999267578125,error,68351.93481445312,-20648.065185546875,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,47703.86962890625,error,error,error,error,error,error,error,error,error,error,error,error,21.470001220703125,-0.4764792922537664,error,error,error,-0.232000732421875,error,error,error,0.3380972107095175,0.0005338464693230705,error,error,error,error,error,error,error,error,error,0.9561969869693203,1.8959429580249787,2.209506243573378
SNEX,SNEX,-0.1257736968022473,0,1,2022-08-12,77.15945933907925,0,0,1,89.11903662035049,85.26689704927402,False,95.3255041180059,69.87734723865661,92.0968472379079,7.30910072643103,80.2857335917155,86.65630152381542,68.4746199455231,72.03810007095336,57.4198986180913,2012700.0,307526.4333343868,0.1527929812363426,0.05777806153042368,2.6444809186941614,2012700.0,307526.4333343868,0.1527929812363426,0.02888903076521184,5.288961837388323,93.79000091552734,2022-08-11,SLY,81.05000305175781,81.05000305175781,70.47000122070312,SP600,error,error,0.9816730214436031,error,0.8262418734764883,error,73370.27836471215,-15429.721635287848,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,57940.55672942431,error,error,error,error,error,error,error,error,error,error,error,error,23.080001831054688,2.114384382617411,error,error,error,-0.1737581265235118,error,error,error,0.6467946639660334,3.467803492244067e-11,error,error,error,error,error,error,error,error,error,1.4562545369808264,0.9501976303488493,0.9091256660299032
FICO,FICO,-0.1319294710790156,0,1,2022-08-12,363.142910462552,0,0,1,6392.5898964176595,6775.979625558235,False,491.8923068125973,362.41452539752555,492.91500756517644,44.64561637108397,427.45500040690104,515.5134329069629,361.99499324862563,426.2222001647949,336.93096742262696,3470800.0,1169702.7286105985,0.33701242612959503,0.06474490836552066,5.205234429045359,3470800.0,1169702.7286105985,0.33701242612959503,0.03237245418276033,10.410468858090718,486.2300109863281,2022-08-11,MDYG,531.030029296875,531.030029296875,531.030029296875,SP400,Technology,VGT,0.8768783783412439,,0.030393377095089068,1.233,4109.184583256042,-131090.81541674395,,,,-0.303,-0.382,551718016,0.40475,1488326400,error,26.144623,382441376,0.78575,984074000,0.89664,,Software—Application,1488326400,0.02,1078963200,3:2,12352838656,-126981.63083348791,456379008,0.38985002,0,2.27,,9.06232,0.27038,1.15,0.21806999,,0.032,50.961,136.47000122070312,-0.9848322248805808,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.969606622904911,25932000,Fair Isaac Corproation,5.02,0.6522448979591837,2.3326784545051e-11,,155062000,6.141,1999640960,1363099008,0,0,error,30.83204,0.7303226931081134,13.147254904011689,13.935749485748552
FELE,FELE,-0.1412060456430679,-0.001810576219082094,0.8464332022897412,2022-11-04,74.28046812431337,84,-0.001810576219082094,0.8464332022897412,110.67948834180403,70.59320913496431,False,91.69170841156028,71.33934120502838,93.32333800462538,8.042809826827781,77.96000020345053,99.111669534637,62.596662402275676,83.02604988098145,66.94043022732589,3803600.0,2188559.7321380624,0.5753916637233312,0.1965102053563811,2.928049780823492,3803600.0,2188559.7321380624,0.5753916637233312,0.09825510267819056,5.856099561646984,94.2300033569336,2022-08-11,SLY,96.94999694824219,96.94999694824219,87.69999694824219,SP600,error,error,0.9937685813173174,error,0.5722564000793808,error,68899.67056955745,-51500.32943044255,error,error,error,error,error,error,error,error,error,error,error,error,error,error,,error,error,error,error,error,error,17399.3411391149,error,error,error,error,error,error,error,error,error,error,error,error,26.590003967285156,0.04099357139680449,error,error,error,-0.42774359992061917,error,error,error,0.560228711465529,9.552260039549542e-09,error,error,error,error,error,error,error,error,error,1.1340651335272263,1.1745673819257065,0.7491585123643101
ETD,ETD,-0.14130645811899592,0,1,2022-08-12,17.864738820294583,0,0,1,68.29239855279651,80.6062293221379,False,26.24478802610293,19.42875379597353,25.32002281752835,1.8047052951402265,22.243000043233238,27.99316060935394,19.165977268938125,24.383750019073485,20.77433942879303,4743000.0,1141151.8458267509,0.240597057943654,0.12373278251922948,1.9444891890818221,4743000.0,1141151.8458267509,0.240597057943654,0.06186639125961474,3.8889783781636442,26.5,2022-08-11,SLY,28.040000915527344,28.040000915527344,28.040000915527344,SP600,Consumer Cyclical,VCR,0.9851015906451013,,0.6153843896627512,1.608,190215.31484475642,-118884.6851552436,28.285,1.28,0.054899998,0.747,0.736,149842336,0.18323,1652054400,error,8.236066,,0.59272,484706000,0.92411005,,"Furnishings, Fixtures & Appliances",1652054400,0.32,927504000,3:2,636083648,71330.62968951282,,0.16360001,0.3059,0.72,1.5615094,0.7778347,0.1263,0.641,0.11919,0.27224,0.288,32.295,7.149999618530273,-0.64615426476508,0.7744716661982294,1.5489433323964588,-6.179643406236043,-0.3846156103372488,25321800,Ethan Allen Interiors Inc.,13,0.3677975792296863,0.00016682849606699284,,121118000,,115211000,817761984,0,0,error,7.1161475,0.710912709906133,2.577071643501755,3.041744502722185
DFIN,DFIN,-0.14133698465597674,-0.004344214560900839,0.6699592540928082,2022-09-16,29.698968826676303,35,-0.004344214560900839,0.6699592540928082,113.50172059239652,121.67232287106458,False,45.070870330072204,29.824136320382905,41.057598745848416,6.82074088494997,32.20239335378011,49.60708180270634,23.347187961711803,35.9656000328064,22.32411826290646,4889900.0,947368.91879159,0.1937399371749095,0.1062411897903317,1.8235859138744366,4889900.0,947368.91879159,0.1937399371749095,0.05312059489516585,3.647171827748873,42.86000061035156,2022-08-11,SLY,52.33000183105469,52.33000183105469,35.72999954223633,SP600,Financial Services,VFH,0.9873669823423223,1.912303,0.03061101358110712,1.301,4447.780273334864,-140852.21972666515,73.778,,,-0.245,-0.25,226600000,0.23629,,error,9.619565,138475008,0.58112997,580200000,0.98108,,Capital Markets,error,,,,1466613120,-136404.4394533303,166100000,0.2292,0,0.98,4.117811,1.529315,0.14296,1.129,0.15508,0.43530998,-0.14,28.777,17.78000259399414,-0.6642294516470029,0.6377706686037307,1.2755413372074613,-4.08847067534876,-0.9693889864188929,33143800,"Donnelley Financial Solutions, ",5.65,0.5797227702654129,2.9990051985063646e-09,,10400000,0.327,261100000,959000000,,,error,17.929499,0.967661528605787,2.6481968963151052,2.8388315711241088
SLP,SLP,-0.1454038586204926,0,1,2022-08-12,41.70048012296675,0,0,1,359.24124246342456,621.5407400986446,False,63.43583268216649,44.6991751077929,68.99912627187216,6.576698721694884,54.37924260457358,61.41919038543689,39.75935893727499,48.26579294204712,35.11239549865735,2791400.0,419914.004741444,0.15043132648185284,0.08548127705587752,1.7598160867849304,2791400.0,419914.004741444,0.15043132648185284,0.04274063852793876,3.519632173569861,62.66999816894531,2022-08-11,SLY,57.959999084472656,57.959999084472656,57.959999084472656,SP600,Healthcare,VHT,0.8719193920521171,0.294593,0.09602551552088925,24.489,7883.694824265008,-74216.30517573499,0.861,0.24,0.0037,0.111,0.079,16705000,0.32117,1658448000,error,100.29688,6391375,0.78986,35866000,0.7483,,Health Information Services,error,,1191283200,2:1,1294635264,-66332.61035146998,18246000,0.27668,0.42110002,6.62,7.798567,24.89061,0.22738001,24.152,0.049239997,0.068969995,0.171,2.579,26.329998016357422,0.5366501450034199,0.7681507103776002,1.5363014207552004,-5.465067267166896,-0.9039744844791108,20168800,"Simulations Plus, Inc.",8.74,0.7338775510204082,5.477325358235422e-14,,122473000,6.052,1528000,52013000,0.24,0.0038295835,error,136.57448,0.8177610197391562,5.732268277637167,9.917676053270334
CLFD,CLFD,-0.15145397783894074,-0.001953220410136791,0.8353771330044976,2022-11-04,75.31912977117094,84,-0.001953220410136791,0.8353771330044976,105.33756780552693,152.97033784328676,False,121.40850557018076,79.60379895898956,110.71255964041222,12.39020512333717,75.17573343912761,90.63671031457595,39.638907237843,65.85630006790161,41.07588982122728,10671900.0,3211542.563096334,0.30093446931627305,0.14533238231700257,2.070663568012443,10671900.0,3211542.563096334,0.30093446931627305,0.07266619115850129,4.141327136024886,115.52999877929688,2022-08-11,SLY,86.70999908447266,86.70999908447266,45.36000061035156,SP600,Technology,VGT,0.9981423722718024,1.385522,0.12425982077693425,3.912,50213.393575959126,-353886.60642404086,9.69,,,1.091,1.09,53683944,0.24281,,error,33.590908,-22055548,0.43047002,61177893,0.48129,,Communication Equipment,,,607564800,2:1,1629075200,-303673.2128480817,-6503161,0.23037,0,,11.91095,7.368367,0.18,1.619,0.21802999,0.34120998,0.839,16.076,67.84000015258789,1.8839917050577746,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.8757401792230658,13777700,"Clearfield, Inc.",3.42,0.7289795918367348,8.030582180492815e-14,,18086000,1.313,13254000,221090400,0,0,error,40.354946,3.7112519566516142,0.9117767585781673,1.3240746079770516
GRBK,GRBK,-0.16112365166058557,-0.0020893851799019814,0.8249565744122355,2022-11-04,20.503521352259902,84,-0.0020893851799019814,0.8249565744122355,30.989323524148837,32.075982707677284,False,30.27373684176137,19.897997682915154,29.45254137686601,3.324684219720889,23.09906665802002,30.43376842570887,16.745591939174034,23.78439998626709,17.13503154682531,24669500.0,11067563.60551444,0.4486334788104518,0.19727964506543413,2.2740991786641147,24669500.0,11067563.60551444,0.4486334788104518,0.09863982253271707,4.548198357328229,29.649999618530273,2022-08-11,SLY,32.25,32.25,28.030000686645508,SP600,Consumer Cyclical,VCR,0.9598761108530367,1.596583,0.575470764469316,6.954,295101.4080198652,-217698.59198013478,39.504,,,1.039,0.937,334961984,0.19549999,,error,6.254425,-8029625,0.27977,362059000,0.84771,,Residential Construction,,,1411516800,1532:1000,1369104768,77402.81603973045,75741000,0.19406,0,3.06,1.4607438,0.79908013,0.16038999,0.343,0.14454001,0.33497003,0.405,34.253,13.30000114440918,-0.2691730468429009,0.7744716661982294,1.5489433323964588,-6.179643406236043,-0.42452923553068406,48429600,"Green Brick Partners, Inc.",2.8,0.5422621930220279,2.7847145054166954e-08,,66765000,1.45,389310016,1713351040,0,0,error,5.631474,2.3389313224547212,1.0451711272462052,1.081820678595586
DGII,DGII,-0.1639786621534179,-0.00319312578258657,0.7450994413242359,2022-10-07,22.56361694818681,56,-0.00319312578258657,0.7450994413242359,24.709567273687014,25.26831755517677,False,35.16893130331731,21.78934853325253,32.5397361532528,2.959900272959228,25.889333305358885,28.78975058292102,19.238930457464974,22.869950037002564,16.950149491084108,6651000.0,2949847.021051412,0.4435193235680968,0.08643452804440055,5.1312748921387685,6651000.0,2949847.021051412,0.4435193235680968,0.043217264022200275,10.262549784277537,33.36000061035156,2022-08-11,SLY,26.030000686645508,26.030000686645508,25.610000610351562,SP600,Technology,VGT,0.9635951359240473,1.409922,0.193277149295883,1.793,42907.52714368603,-179092.47285631398,61.131,,,0.305,0.307,62579000,0.17306,,error,18.625698,42964000,0.56532,171155000,0.89064,,Communication Equipment,,,702086400,3:2,1169727232,-136184.94571262796,31093000,0.087139994,0,1.16,2.4054835,3.234928,0.03526,1.092,0.026670001,0.026770001,0.309,10.419,13.60999870300293,1.6465835402664317,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.806722850704117,35084800,Digi International Inc.,7.72,0.6282681835339401,1.2508843819593993e-10,,41515000,1.182,297662016,361592992,0,0,error,101.0303,1.835482813754191,0.740694449088819,0.7574435579397455
LNN,LNN,-0.17163636883299266,0,1,2022-08-12,122.84047727947082,0,0,1,865.193860730681,1010.4530824882571,False,151.20896114401833,123.78410837645679,163.36014757486598,12.070637697160167,136.18853322347005,164.17728079593167,109.0169188720741,140.03600540161133,115.894730007291,1166300.0,549328.380277563,0.4710009262433019,0.20307217349111484,2.319376988713375,1166300.0,549328.380277563,0.4710009262433019,0.10153608674555742,4.63875397742675,165.36000061035156,2022-08-11,SLY,177.8300018310547,177.8300018310547,177.8300018310547,SP600,Industrials,VIS,0.9782131149306138,0.468284,0.49538480318509615,2.735,20112.623009314902,-20487.376990685098,36.668,1.36,0.0088,0.416,0.409,95288000,0.12979001,1660608000,error,30.886446,-18862876,0.23921,150205000,0.93665004,,Farm & Heavy Construction Machinery,error,,897955200,3:2,1846135808,-374.7539813701951,-11626000,0.10334,0.2727,1.16,5.435266,2.5145032,0.07266,1.451,0.07003,0.14881,0.323,67.07,50.230003356933594,-0.7447740625513101,0.9790093811883446,1.9580187623766891,-3.529977002855664,-0.5046151968149039,10947200,Lindsay Corporation,2.97,0.6179591836734695,2.416940925194617e-10,,95687000,8.715,139622000,734195008,1.3,0.007861635,error,43.463917,0.9926051073442849,5.232183463577707,6.110625778656429
AGYS,AGYS,-0.17276918076902212,0,1,2022-08-12,28.926971748813237,0,0,1,364.21602310927994,487.2139806366514,False,52.74863020758281,35.63762373147948,55.167162989277344,4.6701876045060295,46.219599939982096,51.80692525402549,37.27203689068685,42.46655004501343,33.12617483600137,2638200.0,1119763.9522839102,0.4244424047774658,0.11461156594365368,3.703312150766126,2638200.0,1119763.9522839102,0.4244424047774658,0.05730578297182684,7.406624301532252,52.400001525878906,2022-08-11,SLY,59.34000015258789,59.34000015258789,59.34000015258789,SP600,Technology,VGT,0.7924024501057187,1.176245,0.5250005960470162,2.105,28560.03242495768,-25839.96757504232,7.121,,,0.667,0.541,12305000,0.071779996,1247702400,error,63.270584,21710750,0.61347,101532000,1.01166,,Software—Application,error,,810432000,3:2,1323590272,2720.0648499153613,20581000,0.05737,0,1161.2,15.001394,7.7214646,0.04402,1.919,0.030869998,0.059,0.227,6.996,17.310001373291016,-1.2027726301773602,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.4749994039529838,24611200,"Agilysys, Inc.",3.91,0.6021243839590558,7.033559508316061e-10,,94897000,3.815,9704000,171416992,,,error,error,1.0132055064224503,6.95068726151475,9.297976458951627
HRB,HRB,-0.17745541713120253,-0.00232292394240341,0.8073826151875425,2022-11-04,33.10257313681453,84,-0.00232292394240341,0.8073826151875425,22.237922907183368,20.047140805870928,False,43.12464531589352,31.870148481622554,41.97393815856396,5.826906615254902,37.00506673177083,39.955516530985875,32.0361953049777,28.301703300476074,16.64789006996627,39882500.0,7515734.677517076,0.18844692979419736,0.09128141020425955,2.0644612016018535,39882500.0,7515734.677517076,0.18844692979419736,0.045640705102129774,4.128922403203707,44.790000915527344,2022-08-11,MDYG,37.650001525878906,36.83000183105469,26.229999542236328,SP400,Consumer Cyclical,VCR,0.9969625620383191,0.701504,0.34545483970157465,1.386,1132573.6919616126,-2145926.3080383874,908.465,1.16,0.025899999,0.037,-0.086,887075008,0.25614,1662508800,error,11.566326,695036352,0.62449,2162776000,0.89332,,Personal Services,1654560000,0.27,1124755200,2:1,7235992064,-1013352.6160767749,808537024,0.21508,0.33130002,1.22,34.98457,2.0893526,0.15987,1.148,0.12784,1.8697901,0.004,20.202,13.229999542236328,2.544217763572379,0.7744716661982294,1.5489433323964588,-6.179643406236043,-0.6545451602984254,159594000,"H&R Block, Inc.",5.98,0.7093877551020409,3.619938479089445e-13,,885014976,5.42,1922594048,3463269888,1.08,0.024112526,error,13.739394,0.7913398861895876,0.49649302193861194,0.44758071882336553
CAH,CAH,-0.18543664196154602,-0.0024387246379944383,0.7988063790493188,2022-11-04,47.97408235540571,84,-0.0024387246379944383,0.7988063790493188,34.037603062334355,17.31264601418529,False,61.45324165324177,47.230137269033435,62.184214232760766,4.30179559798713,55.27680000305176,62.54913641158095,48.369385773342756,53.94554521560669,45.34195401963243,52780200.0,20900004.64729774,0.3959819145682991,0.12701714614601223,3.1175469342784567,52780200.0,20900004.64729774,0.3959819145682991,0.06350857307300611,6.2350938685569135,66.0,2022-08-11,SPY,64.52999877929688,64.52999877929688,62.11000061035156,SP500,Healthcare,VHT,0.9987495454926897,0.871899,0.9647271582312716,1.078,6638576.99393685,-242723.0060631504,,1.98,0.031600002,0.264,0.19,2356000000,0.012990001,1656547200,error,11.553333,4077874944,0.03609,6545000000,0.90208,,Medical Distribution,1656547200,0.496,987984000,3:2,18884640768,6395853.9878736995,3121999872,0.0091699995,,2.4,,0.104125634,-0.00514,0.5,0.02355,-1.71323,0.106,650.05,16.499996185302734,0.41393960061266366,0.7681507103776002,1.5363014207552004,-5.465067267166896,-0.03527284176872835,272427008,"Cardinal Health, Inc.",3.05,0.6004903964856255,7.81694936282681e-10,,4717000192,17.278,5314999808,181363998720,1.968,0.029818183,error,error,1.0438122468146485,0.5157212585202176,0.2623128183967468
PTC,PTC,-0.18713226523474177,0,1,2022-08-12,85.26290421559011,0,0,1,680.2840750039021,434.59312808043614,False,115.01272599566215,89.13688242733323,125.96420579700822,7.3241049482816445,111.29579996744793,127.43690984773517,96.62739413788765,112.78869995117188,98.14049005460859,14842200.0,4935856.607824218,0.33255559201629264,0.11140374076279194,2.9851384678759714,14842200.0,4935856.607824218,0.33255559201629264,0.05570187038139597,5.970276935751943,124.05000305175781,2022-08-11,SPY,136.0,136.0,136.0,SP500,Technology,VGT,0.5034345720879526,1.130693,0.4021749346248044,,378084.6560407786,-562015.3439592213,75.095,,,0.395,0.376,527068992,0.27652,,error,24.709486,,0.79529,1436057000,0.92387,,Software—Application,error,,1141084800,2:5,14737536000,-183930.68791844265,442148000,0.24596001,0,2.12,7.186045,7.731868,0.26189,,0.0665,0.25717,0.062,16.271,28.909996032714844,-1.2400551976609873,1.4189015637006328,2.8378031274012656,-4.808556819962308,-0.5978250653751955,117872000,PTC Inc.,2.51,0.25245106464497724,0.009740105024094992,,322326016,2.753,1619920000,1906077056,,,error,31.024813,0.954130686837509,5.483950489868709,3.5033705553325087
